CL JAUME I EL CONQUERIDOR	Carrer de Jaume I el Conqueridor
CL JAUME PASSARELL	Carrer de Jaume Passarell
CL JAUME RIBO	Carrer de Jaume Ribó
CL JAUME SOLA	Carrer de Jaume Solà
CL JESUS	Carrer de Jesús
CL JOAN AMIGO I BARRIGA	Carrer de Joan Amigó i Barriga
CL JOAN JUNCEDA	Carrer de Joan Junceda
CL JOAN PEIRO	Carrer de Joan Peiró
CL JOAQUIM RUYRA	Carrer de Joaquim Ruyra
CL JOAQUIM VAYREDA	Carrer de Joaquim Vayreda
CL JOSEP MARIA SERT	Carrer de Josep Marià Sert
CL JUAN DE LA CIERVA	Carrer de Juan de la Cierva
CL JULI GALVE BRUSSON	Carrer de Juli Galve Brusson
CL JULI GARRETA	Carrer de Juli Garreta
CL LAIETANIA	Carrer de Laietània
CL LATRILLA	Carrer de Latrilla
CL LINARES	Carrer de Linares
CL LITUANIA	Carrer de Lituània
CL LLEIDA	Carrer de Lleida
CL LLEO	Carrer de Lleó
CL LUXEMBURG	Carrer de Luxemburg
CL MALGRAT DE MAR	Carrer de Malgrat de Mar
CL MANUEL MORENO MAURICI	Carrer de Manuel Moreno Mauricio
CL MAR	Carrer de Mar
CL MARCUS PORCIUS	Carrer de Marcus Porcius
CL MARE DE DEU DE FATIMA	Carrer de Mare de Déu de Fàtima
CL MARGARIDA XIRGU	Carrer de Margarida Xirgu
CL MARIA AUXILIADORA	Carrer de Maria Auxiliadora
CL MARIA BENLLIURE	Carrer de Marià Benlliure
CL MARTORELL	Carrer de Martorell
CL MARTI I JULIA	Carrer de Martí i Julià
CL MENENDEZ Y PELAYO	Carrer de Menendez Pelayo
CL MESTRE LLUIS MILLET	Carrer de Mestre Lluis Millet
CL MIGJORN	Carrer de Migjorn
CL MIGUEL HERNANDEZ	Carrer de Miguel Hernández
CL MILA	Carrer de Milà
CL MINERVA	Carrer de Minerva
CL MIQUEL SERVET	Carrer de Miquel Servet
CL MONISTROL DE MONTSERRAT	Carrer de Monistrol de Montserrat
CL MONTALEGRE	Carrer de Montalegre
CL MONTJUIC	Carrer de Montjuïc
CL MOZART	Carrer de Mozart
CL MUNTANER	Carrer de Muntaner
CL MURILLO	Carrer de Murillo
CL MALAGA	Carrer de Màlaga
CL MENDEZ NUÑEZ	Carrer de Méndez Núñez
CL MURCIA	Carrer de Múrcia
CL NAVATA	Carrer de Navata
CL NOU CASES	Carrer de Nou Cases
CL NURIA	Carrer de Núria
CL PARETS DEL VALLES	Carrer de Parets del Vallès
CL PEDRO ANTONIO DE ALARCON	Carrer de Pedro Antonio de Alarcón
CL PERE III	Carrer de Pere III
CL MESTRE J PICH SANTASUSANA	Carrer de Pich i SantaSusanna
CL PIRINEUS	Carrer de Pirineus
CL POMPEU FABRA	Carrer de Pompeu Fabra
CL PONENT	Carrer de Ponent
CL PREMIA DE MAR	Carrer de Premià de Mar
CL RAMON CASAS	Carrer de Ramon Casas
CL RAMON LLULL	Carrer de Ramon Llull
CL RAMON MARTI I ALSINA	Carrer de Ramon Martí Alsina
CL RIPOLL	Carrer de Ripoll
CL RIVERO	Carrer de Rivero
CL ROGER DE FLOR	Carrer de Roger de Flor
CL RONCESVALLES	Carrer de Roncesvalls
CL ROSSINI	Carrer de Rossini
CL RUBIO I ORS	Carrer de Rubió i Ors
CL RUPERTO CHAPI	Carrer de Ruperto Chapí
CL SALLENT	Carrer de Sallent
CL SALOU	Carrer de Salou
CL SANT AGUSTI	Carrer de Sant Agustí
CL SANT ANASTASI	Carrer de Sant Anastasi
CL SANT ANTONI DE PADUA	Carrer de Sant Antoni de Pàdua
CL SANT BRU	Carrer de Sant Bru
CL SANT DOMENEC	Carrer de Sant Domènec
CL SANT FELIP I ROSES	Carrer de Sant Felip i d'en Rosés
CL SANT FELIU DE LLOBREGAT	Carrer de Sant Feliu de Llobregat
CL SANT FRANCESC D'ASSIS	Carrer de Sant Francesc d'Assis
CL FRA BASILI DE SANT JOSEP	Carrer de Sant Francesc d'Assís
CL SANT FRANCESC DE PAULA	Carrer de Sant Francesc de Paula
CL SANT GREGORI	Carrer de Sant Gregori
CL SANT HILARI SACALM	Carrer de Sant Hilari de Sacalm
CL SANT ISIDRE	Carrer de Sant Isidre
CL SANT JAUME	Carrer de Sant Jaume
CL SANT JOAN EVANGELISTA	Carrer de Sant Joan Evangelista
CL SANT JOAN DE LA CREU	Carrer de Sant Joan de la Creu
CL SANT JORDI	Carrer de Sant Jordi
CL SANT JOSEP	Carrer de Sant Josep
CL SANT JOSEP ORIOL	Carrer de Sant Josep Oriol
CL SANT JOSEP I ROSES	Carrer de Sant Josep i d'en Rosés
CL SANT LLORENÇ	Carrer de Sant Llorenç
CL SANT LLUIS	Carrer de Sant Lluís
CL SANT MARC	Carrer de Sant Marc
CL SANT MIQUEL	Carrer de Sant Miquel
CL SANT PAU	Carrer de Sant Pau
CL SANT PERE	Carrer de Sant Pere
CL SANT RAFAEL	Carrer de Sant Rafael
CL SANT SEBASTIA	Carrer de Sant Sebastià
CL SANT VICENÇ	Carrer de Sant Vicenç
CL SANTA ANNA	Carrer de Santa Anna
CL SANTA MADRONA	Carrer de Santa Madrona
CL SANTA TERESA	Carrer de Santa Teresa
CL SANTIAGO RUSIÑOL	Carrer de Santiago Rusiñol
CL SARDENYA	Carrer de Sardenya
CL SICILIA	Carrer de Sicília
CL SITGES	Carrer de Sitges
CL SURIA	Carrer de Suria
CL SUISSA	Carrer de Suïssa
CL TANGER	Carrer de Tanger
CL TEIA	Carrer de Teià
CL TORRAS I BAGES	Carrer de Torras i Bages
CL TORREBADAL	Carrer de Torrebadal
CL VALLROMANES	Carrer de Vallromanes
CL VALLVIDRERA	Carrer de Vallvidrera
CL VALENCIA	Carrer de València
CL VELAZQUEZ	Carrer de Velázquez
CL VERDI	Carrer de Verdi
CL VIC	Carrer de Vic
CL VILAMAJOR	Carrer de Vilamajor
CL VILASSAR DE MAR	Carrer de Vilassar de Mar
CL VIRIATO	Carrer de Viriat
CL WAGNER	Carrer de Wagner
CL XALOC	Carrer de Xaloc
CL ESTRELLA	Carrer de l'Estrella
CL OLIVERA	Carrer de l'Olivera
CL ONZE DE SETEMBRE	Carrer de l'Onze de Setembre
CL ESCULTOR JULI GONZALEZ	Carrer de l'escultor Juli González
CL ESCULTOR LLIMONA	Carrer de l'escultor Llimona
CL ESCULTOR MANOLO HUGUE	Carrer de l'escultor Manuel Hugué
CL ESCULTOR SALCILLO	Carrer de l'escultor Salcillo
CL FILOSOFIA	Carrer de la Filosofia
CL INDEPENDENCIA	Carrer de la Independència
CJ INDUSTRIA	Carrer de la Indústria
CL INDUSTRIA	Carrer de la Indústria
CL LLIBERTAT	Carrer de la Llibertat
CL LLUNA	Carrer de la Lluna
CL MAR EGEA	Carrer de la Mar Egea
CL MAR JONICA	Carrer de la Mar Jònica
CL MAR TIRRENA	Carrer de la Mar Tirrena
CL MARINA	Carrer de la Marina
CL MERCE	Carrer de la Merce
CL PIETAT	Carrer de la Pietat
CL PLATJA	Carrer de la Platja
CL QUINTANA ALTA	Carrer de la Quintana Alta
CL REINA ELISENDA	Carrer de la Reina Elisenda
CL SARDANA	Carrer de la Sardana
CL SEMBRA	Carrer de la Sembra
CL SEU D'URGELL	Carrer de la Seu d'Urgell
CL SOLEDAT	Carrer de la Soledat
CL TECNICA	Carrer de la Tècnica
CL MORERES	Carrer de les Moreres
CL PALMERES	Carrer de les Palmeres
CL PLANES D'EN SUNYOL	Carrer de les Planes d'en Sunyol
CL TEIXIDORES	Carrer de les Teixidores
CL GERMA BERNABE	Carrer del Germà Bernabé
CL GERMA JULI	Carrer del Germà Juli
CL GINEBRE	Carrer del Ginebre
CL MAGATZEM	Carrer del Magatzem
CL MANRESA	Carrer del Manresà
CL MAS PUJOL	Carrer del Mas Pujol
CL MATAGALLS	Carrer del Matagalls
CL MESTRE A NICOLAU	Carrer del Mestre Antoni Nicolau
CL MESTRE BRETON	Carrer del Mestre Breton
CL MONTSENY	Carrer del Montseny
CL PARE CLARET	Carrer del Pare Claret
CL PINTOR BRUNET	Carrer del Pintor Brunet
CL PLÀSTIC	Carrer del Plàstic
CL PRINCEP D'ASTURIES	Carrer del Príncep d'Astúries
CL PUIGMAL	Carrer del Puigmal
CL PUIGSACALM	Carrer del Puigsacalm
CL RECTOR	Carrer del Rector
CL ROURE	Carrer del Roure
CL SALZE	Carrer del Salze
CL TEI	Carrer del Tei
CL TEIDE	Carrer del Teide
CL TEMPLE	Carrer del Temple
CL TIBIDABO	Carrer del Tibidabo
CL TORRENT D'EN GRAU	Carrer del Torrent d'en Grau
CL TORRENT DE LA FONT	Carrer del Torrent de la Font
CL TRESMALL	Carrer del Tresmall
CL TRIOMF	Carrer del Triomf
CL XAROL	Carrer del Xarol
CL PINTOR SOROLLA	Carrer del pintor Sorolla
CL ALPS	Carrer dels Alps
CL LLIMONERS	Carrer dels Llimoners
CL TREBALLADORS	Carrer dels Treballadors
CJ SANTA MARIA	Carrero de Santa Maria
CR TIANA	Carretera de Tiana
PZ ENRIC MORERA	Enric Morera, plaça d'
LG POMAR DE DALT	Lugar Pomar de Dalt
MS CA L'AMIGO	Masías Ca l'Amigo
MS CA L'ARQUER	Masías Ca l'Arquer
MS CA L'ARTILLER	Masías Ca l'Artiller
MS CAL DIMONI	Masías Cal Dimoni
MS CAL GEPERUT	Masías Cal Geperut
MS CAN BARBETA	Masías Can Barbeta
MS CAN BUTINYA	Masías Can Butinya
MS CAN CABRA	Masías Can Cabra
MS CAN CAMAS	Masías Can Camas
MS CAN CASES	Masías Can Cases
MS CAN CERVERA	Masías Can Cervera
MS CAN COLL	Masías Can Coll
MS CAN COLOMER	Masías Can Colomer
MS CAN COMES	Masías Can Comes
MS CAN DEVESA	Masías Can Devesa
MS CAN FERRATER	Masías Can Ferrater
MS CAN GRAPA	Masías Can Grapa
MS CAN MAS	Masías Can Mas
MS CAN MIRAVITGES	Masías Can Miravitges
MS CAN MORA	Masías Can Mora
MS CAN NADAL	Masías Can Nadal
MS CAN TRONS	Masías Can Trons
MS CAN VESTIT	Masías Can Vestit
MS CAN L'ASUNCION	Masías Can l'Asuncion
MS CASTELL DE GOTMAR	Masías Castell de Gotmar
MS CASTELLET	Masías Castellet
MS MAS BOSCA	Masías Mas Bosca
MS MAS JORNET	Masías Mas Jornet
MS MAS OLIVER	Masías Mas Oliver
PQ GRAN SOL	Parroquia/Parque Gran Sol
PQ MUNTANYETES	Parroquia/Parque Muntanyetes
PJ BARBERA	Pasaje/Pasadizo Barbera
PJ CAMI ESTRET	Pasaje/Pasadizo Cami Estret
PJ DOPLA	Pasaje/Pasadizo Dopla
PJ MAIGNON	Pasaje/Pasadizo Maignon
PJ MAR D'ALBORÀN	Pasaje/Pasadizo Mar d'Alboràn
PJ MERANGES	Pasaje/Pasadizo Meranges
PJ MOIXO	Pasaje/Pasadizo Moixo
PJ RODO	Pasaje/Pasadizo Rodo
PJ SALLAGOSA	Pasaje/Pasadizo Sallagosa
PJ SOLER I BIOSCA	Pasaje/Pasadizo Soler I Biosca
PS MARE NOSTRUM	Paseo Mare Nostrum
PJ MOIXERO	Passatge Moixeró
PJ VIÑAS	Passatge Viñas
CL JOHN LENNON	Passatge de John Lennon
PJ JOSEP MARIA DE PEREDA	Passatge de José María de Pereda
CL MARIA CALLAS	Passatge de Maria Callas
PJ ROS I GUELL	Passatge de Ros i Güell
PJ SANT ELIES	Passatge de Sant Elies
PJ SANTA ISABEL	Passatge de Santa Isabel
PJ SEVERO CATALINA	Passatge de Severo Catalina
PJ SOBRARBE	Passatge de Sobrarb
PJ VENTOS MIR	Passatge de Ventós Mir
PJ MARE DE DEU DE LA CINTA	Passatge de la Mare de Déu de la Cinta
PJ MARE DE DEU D L FUENSANTA	Passatge de la Mare de Déu de la Fuensanta
PJ MARE DE DEU DEL PILAR	Passatge de la Mare de Déu del Pilar
PJ MORRALLA	Passatge de la Morralla
PJ PLANA	Passatge de la Plana
PJ RIU CONGOST	Passatge del Riu Congost
PJ RIU EBRE	Passatge del Riu Ebre
PJ RIU FRANCOLI	Passatge del Riu Francolí
PJ RIU LLOBREGAT	Passatge del Riu Llobregat
PJ RIU MOGENT	Passatge del Riu Mogent
PJ RIU NOGUERA	Passatge del Riu Noguera
PJ RIU ONYAR	Passatge del Riu Onyar
PJ RIU SEGRE	Passatge del Riu Segre
PJ RIU TER	Passatge del riu Ter
PS OLOF PALME	Passeig d'Olof Palme
PS MIRANDA	Passeig de la Miranda
PS RAMBLA	Passeig de la Rambla
PS GARROFERS	Passeig dels Garrofers
PS PINS	Passeig dels Pins
PS TARONGERS	Passeig dels Tarongers
PZ ANDES	Plaza Andes
PZ CIUTAT S CARLOS NICARAGUA	Plaza Ciutat S Carlos Nicaragua
PZ ERNEST LLUCH	Plaza Ernest Lluch
PZ FONT I CUSSO	Plaza Font I Cusso
PZ LLOREDA	Plaza Lloreda
PZ MANUEL VALLS I GORINA	Plaza Manuel Valls I Gorina
PZ MOSSEN JOAN BARANERA	Plaza Mossen Joan Baranera
PZ MOSSÈN MIQUEL ESPINOSA	Plaza Mossèn Miquel Espinosa
PZ MUSICS DELS	Plaza Musics Dels
PZ PAU CASALS	Plaza Pau Casals
PZ POMPEU FABRA	Plaza Pompeu Fabra
PZ RAFAEL DE CAMPALANS	Plaza Rafael de Campalans
PZ ROJA	Plaza Roja
PZ TREBALLADORS DE LA HAISSA	Plaza Treballadors de la Haissa
PZ VAIXELL MARIA ASSUMPTA	Plaza Vaixell Maria Assumpta
PZ VAPOR	Plaza Vapor
PZ ALCANAR	Plaça d'Alcanar
PZ OVIDI MONTLLOR	Plaça d'Ovidi Montllor
PZ MAIGNON	Plaça de Maignon
PZ MARIA AURELIA CAPMANY	Plaça de Maria Aurèlia Capmany
PZ ROCA I PI	Plaça de Roca i Pi
PZ VALENTI ALMIRALL	Plaça de Valentí Almirall
PZ EUCALIPTUS	Plaça de l'Eucaliptus
PZ OLI	Plaça de l'Oli
PZ FONT	Plaça de la Font
PZ MARINADA	Plaça de la Marinada
PZ PLANA	Plaça de la Plana
PZ ROSA DELS VENTS	Plaça de la Rosa dels Vents
PZ VILA	Plaça de la Vila
PZ DOCTOR FLEMING	Plaça del Doctor Fleming
PZ GAS	Plaça del Gas
PZ PATÍ DE VELA	Plaça del Pati de Vela
PL JOAN FUSTER	Polígono Joan Fuster
CL POMAR DE BAIX	Pomar de Baix
RB FRANÇA	Rambla de França
RR CANYADO	Riera Canyado
RR MONTALEGRE	Riera Montalegre
RR MATAMOROS	Riera de Matamoros
TO FERRATER	Torrente Ferrater
TR SANT JERONI	Travessia de Sant Jeroni
UR VALLENSANA A	Urbanización Vallensana A
UR VALLENSANA B	Urbanización Vallensana B
UR VALLENSANA C	Urbanización Vallensana C
UR VALLENSANA D	Urbanización Vallensana D
CL VIA AUGUSTA	Via Augusta
AV ALFONS XIII	avinguda d'Alfons XIII
AV ALMERIA	avinguda d'Almeria
AV AMERICA	avinguda d'Amèrica
AV CARITG	avinguda d'en Caritg
AV BAC DE RODA	avinguda de Bac de Roda
AV BISCAIA	avinguda de Biscaia
AV BUFALA	avinguda de Bufalà
AV CARLEMANY	avinguda de Carlemany
AV CATALUNYA	avinguda de Catalunya
AV PIUS XII	avinguda de Pius XII
AV POMAR	avinguda de Pomar
AV ROMA	avinguda de Roma
AV SABADELL	avinguda de Sabadell
AV SALVADOR ESPRIU	avinguda de Salvador Espriu
AV SANT IGNASI DE LOIOLA	avinguda de Sant Ignasi de Loiola
AV SANT SALVADOR	avinguda de Sant Salvador
AV CERDANYA	avinguda de la Cerdanya
AV COMUNITAT EUROPEA	avinguda de la Comunitat Europea
AV CARDENAL VIDAL BARRAQUER	avinguda del Cardenal Vidal i Barraquer
AV CONFLENT	avinguda del Conflent
AV CONGRES EUCARISTIC	avinguda del Congrés Eucarístic
AV DOCTOR BASSOLS	avinguda del Doctor Bassols
AV LLENGUADOC	avinguda del Llenguadoc
AV MARESME	avinguda del Maresme
AV MARQUES DE MONTROIG	avinguda del Marquès de Mont-roig
AV MARQUES SANT MORI	avinguda del Marquès de Sant Mori
AV SANATORI	avinguda del Sanatori
AV AMETLLERS	avinguda dels Ametllers
AV CASTANYERS	avinguda dels Castanyers
CM VELL DE MONTCADA	camí Vell de Montcada
CM CAN FERRATER	camí de Can Ferrater
CM CAN RUTI	camí de Can Ruti
CM MASSANUCH	camí de Messenuc
CM FONT DE L'AMIGO	camí de la Font de l'Amigó
CM PELLERIA	camí de la Pelleria
CM BOSC	camí del Bosc
CL AMPLE	carrer Ample
CL CORTIJO	carrer Cortijo
CL AFRODITA	carrer d'Afrodita
CL AGUSTI MONTAL	carrer d'Agustí Montal
CL ALELLA	carrer d'Alella
CL ALEMANYA	carrer d'Alemanya
CL ALFONS XII	carrer d'Alfons XII
CL AMADEU VIVES	carrer d'Amadeu Vives
CL ANDREU SEGOVIA	carrer d'Andrés Segovia
CL ANNA TUGAS	carrer d'Anna Tugas
CL ANSELM CLAVE	carrer d'Anselm Clavé
CL ANSELM TURMEDA	carrer d'Anselm Turmeda
CL ANTONI BORI	carrer d'Antoni Bori
CL ANTONI BOTEY	carrer d'Antoni Botey
CL ANTONI MAURA	carrer d'Antoni Maura
CL ARENYS DE MAR	carrer d'Arenys de Mar
CL ARGENTONA	carrer d'Argentona
CL ARIBAU	carrer d'Aribau
CL ARNUS	carrer d'Arnús
CL ARQUIMEDES	carrer d'Arquimedes
CL ASTURIES	carrer d'Astúries
CL ATENA	carrer d'Atena
CL AUSIAS MARCH	carrer d'Ausiàs Marc
CL AUSTRALIA	carrer d'Austràlia
CL AZORIN	carrer d'Azorín
CL ECHEGARAY	carrer d'Echegaray
CL EDUARD FLO	carrer d'Eduard Flò
CL EDUARD MARISTANY	carrer d'Eduard Maristany
CL EDUARD MARQUINA	carrer d'Eduard Marquina
CL ESCORIAL	carrer d'El Escorial
CL ELISEU MEIFREN	carrer d'Eliseu Meifrèn
CL ENRIC BORRAS	carrer d'Enric Borràs
CL EUROPA	carrer d'Europa
CL HIPOLITO LAZARO	carrer d'Hipólito Lázaro
CL IBERIA	carrer d'Ibèria
CL IGNASI IGLESIAS	carrer d'Ignasi Iglesias
CL ISAAC ALBENIZ	carrer d'Isaac Albéniz
CL ISAAC PERAL	carrer d'Isaac Peral
CL OCEANIA	carrer d'Oceania
CL ORIO	carrer d'Orió
CL OSCA	carrer d'Osca
CL CASAS I AMIGO	carrer d'en Casas i Amigó
CL GARRIGA	carrer d'en Garriga
CL MOSSEN ANTON	carrer d'en Mossèn Anton Romeu
CL VILA VALL-LLEBRERA	carrer d'en Vila i Vall-llebrera
CL XAVIER NOGUES	carrer d'en Xavier Nogués
CL AGUEDA MOMPEL	carrer d'Àgueda Mompel
CL BABORD	carrer de Babord
CL BADAJOZ	carrer de Badajoz
CL BAILEN	carrer de Bailén
CL BALDOMER GALOFRE	carrer de Baldomer Galofre
CL BALDOMER SOLA	carrer de Baldomer Solà
CL BALMES	carrer de Balmes
CL BANYOLES	carrer de Banyoles
CL BARCELONA	carrer de Barcelona
CL BATISTA I ROCA	carrer de Batista i Roca
CL BEETHOVEN	carrer de Beethoven
CL BELLAVISTA	carrer de Bellavista
CL BERGA	carrer de Berga
CL BERNAT METGE	carrer de Bernat Metge
CL BONAVISTA	carrer de Bonavista
CL BUENOS AIRES	carrer de Buenos Aires
CL BELGICA	carrer de Bèlgica
CL CADAQUES	carrer de Cadaqués
CL CADIS	carrer de Cadis
CL CALDERON DE LA BARCA	carrer de Calderón de la Barca
CL CALELLA	carrer de Calella
CM CAN CAMPMANY	carrer de Can Campmany
CL CAN TIANO	carrer de Can Tiano
CL CARLES I	carrer de Carles I
CL CASTILLEJOS	carrer de Castillejos
CL CENTELLES	carrer de Centelles
CL CERVANTES	carrer de Cervantes
CL CHOPIN	carrer de Chopin
CL CIRCUMVAL.LACIO	carrer de Circumval·lació
CL COLL I PUJOL	carrer de Coll i Pujol
CL COLOM	carrer de Colom
CL CONCHA ESPINA	carrer de Concha Espina
CL COVADONGA	carrer de Covadonga
CL CUBA	carrer de Cuba
CL CACERES	carrer de Càceres
CL CORDOVA	carrer de Còrdova
CL CORSEGA	carrer de Còrsega
CL DALT	carrer de Dalt
CL DINAMARCA	carrer de Dinamarca
CL DON PELAYO	carrer de Don Pelai
CL FEDERICO GARCIA LORCA	carrer de Federico García Lorca
CL FELIP II	carrer de Felip II
CL FELIU I VEGUES	carrer de Feliu i Vegués
CL FLORIDABLANCA	carrer de Floridablanca
CL FOGARS TORDERA	carrer de Fogars de Tordera
CL FONT I ESCOLA	carrer de Font i Escolà
CL FREDERIC MOMPOU	carrer de Frederic Mompou
CL GALILEO	carrer de Galileu
CL GOYA	carrer de Goya
CL GRAVINA	carrer de Gravina
CL GUASCH	carrer de Guasch
CL GONGORA	carrer de Góngora
CL GUELL I FERRER	carrer de Güell i Ferrer
CL JAEN	carrer de Jaén
CL JEREZ DE LA FRONTERA	carrer de Jerez de la Frontera
CL JOAN SEBASTIA BACH	carrer de Joan Sebastià Bach
CL JOSEP MARIA DE SEGARRA	carrer de Josep Maria de Sagarra
CL JOSEP VICENÇ FOIX	carrer de Josep Vicenç Foix
CL JUAN VALERA	carrer de Juan Valera
CL JULIAN GAYARRE	carrer de Julián Gayarre
CL JUPITER	carrer de Júpiter
CL LEPANTO	carrer de Lepanto
CL LISZT	carrer de Listz
CL LLEFIA	carrer de Llefià
CL LLEO FONTOVA	carrer de Lleó Fontova
CL LLORET DE MAR	carrer de Lloret de Mar
CL LOLA ANGLADA	carrer de Lola Anglada
CL LONDRES	carrer de Londres
CL MADRID	carrer de Madrid
CL MALLORCA	carrer de Mallorca
CL MANILA	carrer de Manila
CL MANUEL FERNANDEZ MARQUEZ	carrer de Manuel Fernández Márquez
CL MANUEL DE FALLA	carrer de Manuel de Falla
CL MARAGALL	carrer de Maragall
CL MARIA WARD	carrer de Mary Ward
CL MAS FELIP	carrer de Mas Felip
CL MERCURI	carrer de Mercuri
CL MILA I FONTANALS	carrer de Milà i Fontanals
CL MIQUEL DEL PRAT	carrer de Miquel del Prat
CL MONTSERRAT	carrer de Montserrat
CL MONTURIOL	carrer de Monturiol
CL MOTRIL	carrer de Motril
CL NATZARET	carrer de Natzaret
CL NELSON MANDELA	carrer de Nelson Mandela
CL NUMANCIA	carrer de Numància
CL NAPOLS	carrer de Nàpols
CL PABLO IGLESIAS	carrer de Pablo Iglesias
CL PALAMOS	carrer de Palamós
CL PARIS	carrer de París
CL PAU CLARIS	carrer de Pau Claris
